origem,Campeonato,Temporada,Rodada,Data,Hora,time_casa,time_visitante,id,StatusPartida,RodadaMarcada,placar_casa,placar_visitante,Times_Partidas,DataHora,date,Total de finalizações__home_team,Total de finalizações__away_team,Finalizações no alvo__home_team,Finalizações no alvo__away_team,Chances claras__home_team,Chances claras__away_team,Escanteios__home_team,Escanteios__away_team,Cartões amarelos__home_team,Cartões amarelos__away_team,Impedimentos__home_team,Impedimentos__away_team,Faltas__home_team,Faltas__away_team,Cartões vermelhos__home_team,Cartões vermelhos__away_team
Brasil,Brasileirão A,2025,RODADA 12,12/06/2025,19:30,Fortaleza,Santos,Fortaleza_vs_Santos_12/06/2025,Partida não Iniciada,,,,Fortaleza x Santos,12/06/2025 19:30:00,,,,,,,,,,,,,,,,,
Alemanha,Bundesliga,2024/2025,RODADA 29,13/04/2025,12:30,Frankfurt,Heidenheim,Frankfurt_vs_Heidenheim_13/04/2025,Partida Encerrada,,3.0,0.0,Frankfurt x Heidenheim,13/04/2025 12:30:00,13/04/2025,19,14,8,3,6,2,5,3,1,1,0,4,6,7,,
Alemanha,Bundesliga,2024/2025,RODADA 22,16/02/2025,13:30,Frankfurt,Kiel,Frankfurt_vs_Kiel_16/02/2025,Partida Encerrada,,3.0,1.0,Frankfurt x Kiel,16/02/2025 13:30:00,16/02/2025,20,10,9,4,4,3,4,6,2,0,1,2,16,10,,
Alemanha,Bundesliga,2024/2025,RODADA 24,01/03/2025,14:30,Frankfurt,Leverkusen,Frankfurt_vs_Leverkusen_01/03/2025,Partida Encerrada,,1.0,4.0,Frankfurt x Leverkusen,01/03/2025 14:30:00,01/03/2025,7,20,3,9,1,3,2,6,1,1,2,4,9,7,,
Alemanha,Bundesliga,2024/2025,RODADA 31,26/04/2025,13:30,Frankfurt,RB Leipzig,Frankfurt_vs_RB_Leipzig_26/04/2025,Partida Encerrada,,4.0,0.0,Frankfurt x RB Leipzig,26/04/2025 13:30:00,,,,,,,,,,,,,,,,,
Alemanha,Bundesliga,2024/2025,RODADA 33,11/05/2025,12:30,Frankfurt,St. Pauli,Frankfurt_vs_St_Pauli_11/05/2025,Partida Encerrada,,2.0,2.0,Frankfurt x St. Pauli,11/05/2025 12:30:00,11/05/2025,13,5,5,2,3,2,3,1,2,2,0,2,11,12,,
Alemanha,Bundesliga,2024/2025,RODADA 27,29/03/2025,14:30,Frankfurt,Stuttgart,Frankfurt_vs_Stuttgart_29/03/2025,Partida Encerrada,,1.0,0.0,Frankfurt x Stuttgart,29/03/2025 14:30:00,29/03/2025,19,8,6,2,8,1,6,10,1,3,1,3,9,6,0,1
Alemanha,Bundesliga,2024/2025,RODADA 25,09/03/2025,11:30,Frankfurt,Union Berlin,Frankfurt_vs_Union_Berlin_09/03/2025,Partida Encerrada,,1.0,2.0,Frankfurt x Union Berlin,09/03/2025 11:30:00,09/03/2025,14,11,3,3,3,0,1,5,3,0,1,5,10,8,,
Alemanha,Bundesliga,2024/2025,RODADA 20,02/02/2025,11:30,Frankfurt,Wolfsburg,Frankfurt_vs_Wolfsburg_02/02/2025,Partida Encerrada,,1.0,1.0,Frankfurt x Wolfsburg,02/02/2025 11:30:00,02/02/2025,16,11,4,2,3,3,9,1,1,3,1,3,8,8,,
Noruega,Eliteserien,2025,RODADA 5,16/07/2025,13:00,Fredrikstad,Bodo/Glimt,Fredrikstad_vs_BodoGlimt_16/07/2025,Partida não Iniciada,,,,Fredrikstad x Bodo/Glimt,16/07/2025 13:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 1,29/03/2025,14:00,Fredrikstad,Brann,Fredrikstad_vs_Brann_29/03/2025,Partida Encerrada,,3.0,0.0,Fredrikstad x Brann,29/03/2025 14:00:00,29/03/2025,12,9,5,4,1,2,3,7,0,1,3,0,8,12,,
Noruega,Eliteserien,2025,RODADA 22,21/09/2025,12:00,Fredrikstad,Bryne,Fredrikstad_vs_Bryne_21/09/2025,Partida não Iniciada,,,,Fredrikstad x Bryne,21/09/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 20,31/08/2025,12:00,Fredrikstad,Haugesund,Fredrikstad_vs_Haugesund_31/08/2025,Partida não Iniciada,,,,Fredrikstad x Haugesund,31/08/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 7,16/05/2025,13:00,Fredrikstad,KFUM Oslo,Fredrikstad_vs_KFUM_Oslo_16/05/2025,Partida Encerrada,,1.0,0.0,Fredrikstad x KFUM Oslo,16/05/2025 13:00:00,16/05/2025,6,8,1,2,2,2,4,6,1,2,1,0,10,8,,
Noruega,Eliteserien,2025,RODADA 13,12/07/2025,13:00,Fredrikstad,Molde,Fredrikstad_vs_Molde_12/07/2025,Partida não Iniciada,,,,Fredrikstad x Molde,12/07/2025 13:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 18,28/05/2025,14:00,Fredrikstad,Rosenborg,Fredrikstad_vs_Rosenborg_28/05/2025,Partida não Iniciada,ProximaRodada,,,Fredrikstad x Rosenborg,28/05/2025 14:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 3,21/04/2025,12:00,Fredrikstad,Sandefjord,Fredrikstad_vs_Sandefjord_21/04/2025,Partida Encerrada,,3.0,1.0,Fredrikstad x Sandefjord,21/04/2025 12:00:00,21/04/2025,9,18,3,3,2,1,1,8,1,2,1,1,14,14,,
Noruega,Eliteserien,2025,RODADA 9,01/06/2025,09:30,Fredrikstad,Sarpsborg 08,Fredrikstad_vs_Sarpsborg_08_01/06/2025,Partida não Iniciada,,,,Fredrikstad x Sarpsborg 08,01/06/2025 09:30:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 15,25/07/2025,14:00,Fredrikstad,Strömsgodset,Fredrikstad_vs_Stromsgodset_25/07/2025,Partida não Iniciada,,,,Fredrikstad x Strömsgodset,25/07/2025 14:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 11,29/06/2025,12:00,Fredrikstad,Tromsö,Fredrikstad_vs_Tromso_29/06/2025,Partida não Iniciada,,,,Fredrikstad x Tromsö,29/06/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 17,09/04/2025,14:00,Fredrikstad,Vålerenga,Fredrikstad_vs_Valerenga_09/04/2025,Partida Encerrada,,2.0,0.0,Fredrikstad x Vålerenga,09/04/2025 14:00:00,09/04/2025,12,6,3,1,1,0,6,5,2,3,0,1,18,15,,
Alemanha,Bundesliga,2024/2025,RODADA 19,25/01/2025,11:30,Freiburg,Bayern,Freiburg_vs_Bayern_25/01/2025,Partida Encerrada,,1.0,2.0,Freiburg x Bayern,25/01/2025 11:30:00,25/01/2025,7,7,2,3,0,2,2,4,4,2,0,1,15,9,,
Alemanha,Bundesliga,2024/2025,RODADA 23,21/02/2025,16:30,Freiburg,Bremen,Freiburg_vs_Bremen_21/02/2025,Partida Encerrada,,5.0,0.0,Freiburg x Bremen,21/02/2025 16:30:00,21/02/2025,13,9,8,3,4,2,3,7,3,0,1,2,14,8,,
Alemanha,Bundesliga,2024/2025,RODADA 28,05/04/2025,10:30,Freiburg,Dortmund,Freiburg_vs_Dortmund_05/04/2025,Partida Encerrada,,1.0,4.0,Freiburg x Dortmund,05/04/2025 10:30:00,05/04/2025,12,18,3,7,3,5,3,4,1,0,3,1,8,6,,
Alemanha,Bundesliga,2024/2025,RODADA 34,17/05/2025,10:30,Freiburg,Frankfurt,Freiburg_vs_Frankfurt_17/05/2025,Partida Encerrada,,1.0,3.0,Freiburg x Frankfurt,17/05/2025 10:30:00,17/05/2025,8,11,1,6,2,5,4,7,2,4,7,1,13,16,,
Alemanha,Bundesliga,2024/2025,RODADA 21,08/02/2025,11:30,Freiburg,Heidenheim,Freiburg_vs_Heidenheim_08/02/2025,Partida Encerrada,,1.0,0.0,Freiburg x Heidenheim,08/02/2025 11:30:00,08/02/2025,9,11,3,5,3,0,6,3,3,1,0,2,11,8,,
Alemanha,Bundesliga,2024/2025,RODADA 30,19/04/2025,10:30,Freiburg,Hoffenheim,Freiburg_vs_Hoffenheim_19/04/2025,Partida Encerrada,,3.0,2.0,Freiburg x Hoffenheim,19/04/2025 10:30:00,19/04/2025,12,19,6,6,2,2,2,6,3,2,1,0,14,13,,
Alemanha,Bundesliga,2024/2025,RODADA 32,04/05/2025,12:30,Freiburg,Leverkusen,Freiburg_vs_Leverkusen_04/05/2025,Partida Encerrada,,2.0,2.0,Freiburg x Leverkusen,04/05/2025 12:30:00,04/05/2025,8,5,4,2,2,0,4,1,1,2,2,0,10,16,,
Alemanha,Bundesliga,2024/2025,RODADA 25,08/03/2025,14:30,Freiburg,RB Leipzig,Freiburg_vs_RB_Leipzig_08/03/2025,Partida Encerrada,,0.0,0.0,Freiburg x RB Leipzig,08/03/2025 14:30:00,08/03/2025,10,18,2,3,0,2,2,6,,,3,3,6,11,,
Alemanha,Bundesliga,2024/2025,RODADA 27,30/03/2025,10:30,Freiburg,Union Berlin,Freiburg_vs_Union_Berlin_30/03/2025,Partida Encerrada,,1.0,2.0,Freiburg x Union Berlin,30/03/2025 10:30:00,30/03/2025,9,10,3,6,2,3,3,3,3,4,1,1,8,11,,
Inglaterra,Premier League,2024/2025,RODADA 33,20/04/2025,10:00,Fulham,Chelsea,Fulham_vs_Chelsea_20/04/2025,Partida Encerrada,,1.0,2.0,Fulham x Chelsea,20/04/2025 10:00:00,20/04/2025,6,13,1,8,0,1,5,4,,,1,0,13,9,,
Inglaterra,Premier League,2024/2025,RODADA 26,22/02/2025,12:00,Fulham,Crystal Palace,Fulham_vs_Crystal_Palace_22/02/2025,Partida Encerrada,,0.0,2.0,Fulham x Crystal Palace,22/02/2025 12:00:00,22/02/2025,10,10,0,5,0,2,7,7,1,3,0,3,10,7,,
Inglaterra,Premier League,2024/2025,RODADA 36,10/05/2025,11:00,Fulham,Everton,Fulham_vs_Everton_10/05/2025,Partida Encerrada,,1.0,3.0,Fulham x Everton,10/05/2025 11:00:00,10/05/2025,18,11,6,7,1,3,5,5,1,0,0,0,15,9,,
Inglaterra,Premier League,2024/2025,RODADA 31,06/04/2025,10:00,Fulham,Liverpool,Fulham_vs_Liverpool_06/04/2025,Partida Encerrada,,3.0,2.0,Fulham x Liverpool,06/04/2025 10:00:00,06/04/2025,12,14,6,6,3,3,4,4,3,0,2,3,10,9,,
Inglaterra,Premier League,2024/2025,RODADA 38,25/05/2025,12:00,Fulham,Manchester City,Fulham_vs_Manchester_City_25/05/2025,Partida Encerrada,,0.0,2.0,Fulham x Manchester City,25/05/2025 12:00:00,25/05/2025,13,20,3,5,5,2,1,6,,,2,0,11,5,,
Inglaterra,Premier League,2024/2025,RODADA 23,26/01/2025,16:00,Fulham,Manchester Utd,Fulham_vs_Manchester_Utd_26/01/2025,Partida Encerrada,,0.0,1.0,Fulham x Manchester Utd,26/01/2025 16:00:00,26/01/2025,9,4,3,1,0,0,3,0,0,1,2,2,7,9,,
Inglaterra,Premier League,2024/2025,RODADA 25,15/02/2025,12:00,Fulham,Nottingham,Fulham_vs_Nottingham_15/02/2025,Partida Encerrada,,2.0,1.0,Fulham x Nottingham,15/02/2025 12:00:00,15/02/2025,24,8,10,2,2,0,8,4,,,1,1,13,8,,
Inglaterra,Premier League,2024/2025,RODADA 29,16/03/2025,10:30,Fulham,Tottenham,Fulham_vs_Tottenham_16/03/2025,Partida Encerrada,,2.0,0.0,Fulham x Tottenham,16/03/2025 10:30:00,16/03/2025,13,12,4,4,1,3,6,5,,,1,1,13,10,,
Alemanha,2. Bundesliga,2024/2025,RODADA 23,23/02/2025,09:30,Furth,Braunschweig,Furth_vs_Braunschweig_23/02/2025,Partida Encerrada,,3.0,0.0,Furth x Braunschweig,23/02/2025 09:30:00,23/02/2025,19,8,7,2,3,0,3,5,,,2,3,5,10,,
Alemanha,2. Bundesliga,2024/2025,RODADA 34,18/05/2025,10:30,Furth,Hamburger SV,Furth_vs_Hamburger_SV_18/05/2025,Partida Encerrada,,3.0,2.0,Furth x Hamburger SV,18/05/2025 10:30:00,18/05/2025,12,15,4,5,3,1,4,7,,,2,4,13,13,,
Alemanha,2. Bundesliga,2024/2025,RODADA 29,11/04/2025,13:30,Furth,Köln,Furth_vs_Koln_11/04/2025,Partida Encerrada,,1.0,1.0,Furth x Köln,11/04/2025 13:30:00,11/04/2025,16,14,7,5,4,8,5,5,1,6,2,4,18,15,,
Alemanha,2. Bundesliga,2024/2025,RODADA 25,08/03/2025,09:00,Furth,Magdeburg,Furth_vs_Magdeburg_08/03/2025,Partida Encerrada,,1.0,1.0,Furth x Magdeburg,08/03/2025 09:00:00,08/03/2025,9,12,2,3,1,0,1,9,2,2,1,5,9,10,,
Alemanha,2. Bundesliga,2024/2025,RODADA 21,07/02/2025,14:30,Furth,Regensburg,Furth_vs_Regensburg_07/02/2025,Partida Encerrada,,2.0,1.0,Furth x Regensburg,07/02/2025 14:30:00,07/02/2025,19,12,4,2,2,1,9,3,1,3,1,3,10,14,,
Alemanha,2. Bundesliga,2024/2025,RODADA 27,30/03/2025,08:30,Furth,Schalke,Furth_vs_Schalke_30/03/2025,Partida Encerrada,,3.0,3.0,Furth x Schalke,30/03/2025 08:30:00,30/03/2025,13,12,8,5,6,1,4,6,2,3,2,2,11,10,,
Alemanha,2. Bundesliga,2024/2025,RODADA 31,25/04/2025,13:30,Furth,Ulm,Furth_vs_Ulm_25/04/2025,Partida Encerrada,,0.0,1.0,Furth x Ulm,25/04/2025 13:30:00,25/04/2025,15,14,5,3,2,0,7,4,2,2,3,2,11,17,,
Suécia,Allsvenskan,2025,RODADA 1,31/03/2025,14:10,GAIS,AIK Stockholm,GAIS_vs_AIK_Stockholm_31/03/2025,Partida Encerrada,,0.0,1.0,GAIS x AIK Stockholm,31/03/2025 14:10:00,31/03/2025,11,10,2,2,1,1,4,8,4,3,2,2,16,12,,
Suécia,Allsvenskan,2025,RODADA 5,24/04/2025,14:00,GAIS,Brommapojkarna,GAIS_vs_Brommapojkarna_24/04/2025,Partida Encerrada,,1.0,1.0,GAIS x Brommapojkarna,24/04/2025 14:00:00,24/04/2025,20,11,2,6,0,1,12,4,2,0,2,0,16,11,1,0
Suécia,Allsvenskan,2025,RODADA 3,13/04/2025,11:30,GAIS,Degerfors,GAIS_vs_Degerfors_13/04/2025,Partida Encerrada,,2.0,0.0,GAIS x Degerfors,13/04/2025 11:30:00,13/04/2025,21,10,3,2,1,0,9,4,1,4,1,0,9,18,0,1
Suécia,Allsvenskan,2025,RODADA 24,20/09/2025,10:00,GAIS,Elfsborg,GAIS_vs_Elfsborg_20/09/2025,Partida não Iniciada,,,,GAIS x Elfsborg,20/09/2025 10:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 19,11/08/2025,14:00,GAIS,Göteborg,GAIS_vs_Goteborg_11/08/2025,Partida não Iniciada,,,,GAIS x Göteborg,11/08/2025 14:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 22,31/08/2025,11:30,GAIS,Hacken,GAIS_vs_Hacken_31/08/2025,Partida não Iniciada,,,,GAIS x Hacken,31/08/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 17,26/07/2025,10:00,GAIS,Halmstad,GAIS_vs_Halmstad_26/07/2025,Partida não Iniciada,,,,GAIS x Halmstad,26/07/2025 10:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 15,13/07/2025,09:00,GAIS,Hammarby,GAIS_vs_Hammarby_13/07/2025,Partida não Iniciada,,,,GAIS x Hammarby,13/07/2025 09:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 14,05/07/2025,10:00,GAIS,Malmö FF,GAIS_vs_Malmo_FF_05/07/2025,Partida não Iniciada,,,,GAIS x Malmö FF,05/07/2025 10:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 21,25/08/2025,14:00,GAIS,Mjallby,GAIS_vs_Mjallby_25/08/2025,Partida não Iniciada,,,,GAIS x Mjallby,25/08/2025 14:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 11,24/05/2025,12:30,GAIS,Sirius,GAIS_vs_Sirius_24/05/2025,Partida Encerrada,,2.0,1.0,GAIS x Sirius,24/05/2025 12:30:00,24/05/2025,28,9,10,4,2,2,9,2,2,3,1,2,16,10,,
Suécia,Allsvenskan,2025,RODADA 8,10/05/2025,12:30,GAIS,Värnamo,GAIS_vs_Varnamo_10/05/2025,Partida Encerrada,,1.0,1.0,GAIS x Värnamo,10/05/2025 12:30:00,10/05/2025,21,13,5,3,1,0,6,2,,,0,3,11,14,,
Países baixos,Eredivisie,2024/2025,RODADA 31,04/05/2025,09:30,G.A. Eagles,Alkmaar,GA_Eagles_vs_Alkmaar_04/05/2025,Partida Encerrada,,0.0,3.0,G.A. Eagles x Alkmaar,04/05/2025 09:30:00,04/05/2025,14,17,0,8,0,2,6,9,2,3,1,1,5,15,0,1
Países baixos,Eredivisie,2024/2025,RODADA 33,14/05/2025,15:00,G.A. Eagles,Heerenveen,GA_Eagles_vs_Heerenveen_14/05/2025,Partida Encerrada,,1.0,0.0,G.A. Eagles x Heerenveen,14/05/2025 15:00:00,14/05/2025,13,20,5,5,4,3,2,5,,,0,0,8,11,,
América do sul,Sul-Americana,2025,RODADA 4,08/05/2025,21:30,GV San Jose (Bol),Fluminense (Bra),GV_San_Jose_Bol_vs_Fluminense_Bra_08/05/2025,Partida Encerrada,,1.0,0.0,GV San Jose (Bol) x Fluminense (Bra),08/05/2025 21:30:00,08/05/2025,18,16,4,1,1,0,6,6,1,1,3,2,13,11,,
Turquia,Super Lig,2024/2025,RODADA 23,09/02/2025,13:00,Galatasaray,Adana Demirspor,Galatasaray_vs_Adana_Demirspor_09/02/2025,Partida Encerrada,,3.0,0.0,Galatasaray x Adana Demirspor,09/02/2025 13:00:00,09/02/2025,6,0,5,0,3,0,0,0,0,1,1,1,6,4,,
Turquia,Super Lig,2024/2025,RODADA 28,14/03/2025,14:30,Galatasaray,Antalyaspor,Galatasaray_vs_Antalyaspor_14/03/2025,Partida Encerrada,,4.0,0.0,Galatasaray x Antalyaspor,14/03/2025 14:30:00,14/03/2025,23,6,7,1,6,0,7,4,,,1,1,12,14,,
Turquia,Super Lig,2024/2025,RODADA 38,30/05/2025,14:00,Galatasaray,Basaksehir,Galatasaray_vs_Basaksehir_30/05/2025,Partida não Iniciada,ProximaRodada,,,Galatasaray x Basaksehir,30/05/2025 14:00:00,,,,,,,,,,,,,,,,,
Turquia,Super Lig,2024/2025,RODADA 32,18/04/2025,14:00,Galatasaray,Bodrumspor,Galatasaray_vs_Bodrumspor_18/04/2025,Partida Encerrada,,2.0,0.0,Galatasaray x Bodrumspor,18/04/2025 14:00:00,18/04/2025,35,1,14,0,7,0,16,1,1,0,5,3,8,7,,
Turquia,Super Lig,2024/2025,RODADA 25,24/02/2025,14:00,Galatasaray,Fenerbahce,Galatasaray_vs_Fenerbahce_24/02/2025,Partida Encerrada,,0.0,0.0,Galatasaray x Fenerbahce,24/02/2025 14:00:00,24/02/2025,4,10,1,3,0,2,0,5,,,0,2,20,15,,
Turquia,Super Lig,2024/2025,RODADA 36,18/05/2025,13:00,Galatasaray,Kayserispor,Galatasaray_vs_Kayserispor_18/05/2025,Partida Encerrada,,3.0,0.0,Galatasaray x Kayserispor,18/05/2025 13:00:00,18/05/2025,24,4,5,2,4,2,5,3,4,2,2,4,13,9,,
Turquia,Super Lig,2024/2025,RODADA 34,03/05/2025,13:00,Galatasaray,Sivasspor,Galatasaray_vs_Sivasspor_03/05/2025,Partida Encerrada,,4.0,1.0,Galatasaray x Sivasspor,03/05/2025 13:00:00,03/05/2025,26,3,10,1,5,0,3,0,1,2,3,3,7,11,,
Turquia,Super Lig,2024/2025,RODADA 35,09/05/2025,14:00,Gaziantep,Alanyaspor,Gaziantep_vs_Alanyaspor_09/05/2025,Partida Encerrada,,0.0,1.0,Gaziantep x Alanyaspor,09/05/2025 14:00:00,09/05/2025,10,8,3,4,1,4,2,0,2,2,1,1,13,13,1,0
Turquia,Super Lig,2024/2025,RODADA 26,03/03/2025,10:00,Gaziantep,Eyupspor,Gaziantep_vs_Eyupspor_03/03/2025,Partida Encerrada,,3.0,1.0,Gaziantep x Eyupspor,03/03/2025 10:00:00,03/03/2025,20,13,9,5,4,3,4,1,1,5,4,1,8,13,0,1
Turquia,Super Lig,2024/2025,RODADA 33,26/04/2025,13:00,Gaziantep,Fenerbahce,Gaziantep_vs_Fenerbahce_26/04/2025,Partida Encerrada,,1.0,3.0,Gaziantep x Fenerbahce,26/04/2025 13:00:00,26/04/2025,8,13,5,7,1,3,1,8,4,2,0,2,19,9,,
Turquia,Super Lig,2024/2025,RODADA 31,13/04/2025,10:00,Gaziantep,Hatayspor,Gaziantep_vs_Hatayspor_13/04/2025,Partida Encerrada,,2.0,1.0,Gaziantep x Hatayspor,13/04/2025 10:00:00,13/04/2025,24,17,6,5,4,2,4,10,1,4,2,2,8,9,,
Turquia,Super Lig,2024/2025,RODADA 37,24/05/2025,13:00,Gaziantep,Kasimpasa,Gaziantep_vs_Kasimpasa_24/05/2025,Partida Encerrada,,2.0,2.0,Gaziantep x Kasimpasa,24/05/2025 13:00:00,24/05/2025,10,14,3,4,3,2,3,8,2,5,1,1,16,12,,
Turquia,Super Lig,2024/2025,RODADA 28,15/03/2025,07:30,Gaziantep,Kayserispor,Gaziantep_vs_Kayserispor_15/03/2025,Partida Encerrada,,1.0,0.0,Gaziantep x Kayserispor,15/03/2025 07:30:00,15/03/2025,14,15,2,4,1,6,3,4,2,1,4,0,12,18,,
Turquia,Super Lig,2024/2025,RODADA 24,15/02/2025,07:30,Gaziantep,Sivasspor,Gaziantep_vs_Sivasspor_15/02/2025,Partida Encerrada,,2.0,1.0,Gaziantep x Sivasspor,15/02/2025 07:30:00,15/02/2025,12,10,6,2,2,1,6,2,4,6,7,1,20,15,,
Itália,Serie A,2024/2025,RODADA 35,05/05/2025,15:45,Genoa,AC Milan,Genoa_vs_AC_Milan_05/05/2025,Partida Encerrada,,1.0,2.0,Genoa x AC Milan,05/05/2025 15:45:00,05/05/2025,11,10,4,5,0,2,8,7,1,5,1,1,14,12,,
Itália,Serie A,2024/2025,RODADA 37,17/05/2025,15:45,Genoa,Atalanta,Genoa_vs_Atalanta_17/05/2025,Partida Encerrada,,2.0,3.0,Genoa x Atalanta,17/05/2025 15:45:00,17/05/2025,12,13,5,6,3,2,7,0,,,0,0,10,14,,
Itália,Serie A,2024/2025,RODADA 27,02/03/2025,11:00,Genoa,Empoli,Genoa_vs_Empoli_02/03/2025,Partida Encerrada,,1.0,1.0,Genoa x Empoli,02/03/2025 11:00:00,02/03/2025,5,7,1,1,0,1,3,6,1,3,0,3,12,18,,
Itália,Serie A,2024/2025,RODADA 33,23/04/2025,13:30,Genoa,Lazio,Genoa_vs_Lazio_23/04/2025,Partida Encerrada,,0.0,2.0,Genoa x Lazio,23/04/2025 13:30:00,23/04/2025,8,15,4,6,1,1,6,8,3,1,0,2,16,10,1,1
Itália,Serie A,2024/2025,RODADA 29,14/03/2025,16:45,Genoa,Lecce,Genoa_vs_Lecce_14/03/2025,Partida Encerrada,,2.0,1.0,Genoa x Lecce,14/03/2025 16:45:00,14/03/2025,8,15,2,2,2,1,3,3,3,2,1,0,12,10,,
Itália,Serie A,2024/2025,RODADA 31,04/04/2025,15:45,Genoa,Udinese,Genoa_vs_Udinese_04/04/2025,Partida Encerrada,,1.0,0.0,Genoa x Udinese,04/04/2025 15:45:00,04/04/2025,13,5,7,2,3,2,1,2,2,2,3,1,16,14,,
Itália,Serie A,2024/2025,RODADA 25,17/02/2025,16:45,Genoa,Venezia,Genoa_vs_Venezia_17/02/2025,Partida Encerrada,,2.0,0.0,Genoa x Venezia,17/02/2025 16:45:00,17/02/2025,14,7,5,3,2,0,4,5,1,1,3,1,14,15,,
Espanha,LaLiga,2024/2025,RODADA 36,15/05/2025,16:30,Getafe,Ath. Bilbao,Getafe_vs_Ath_Bilbao_15/05/2025,Partida Encerrada,,0.0,2.0,Getafe x Ath. Bilbao,15/05/2025 16:30:00,15/05/2025,11,9,1,2,1,2,2,5,1,0,1,2,10,7,,
Espanha,LaLiga,2024/2025,RODADA 27,09/03/2025,10:00,Getafe,Atl. Madrid,Getafe_vs_Atl_Madrid_09/03/2025,Partida Encerrada,,2.0,1.0,Getafe x Atl. Madrid,09/03/2025 10:00:00,09/03/2025,11,4,3,2,2,2,4,4,6,2,2,4,10,14,0,1
Espanha,LaLiga,2024/2025,RODADA 25,23/02/2025,14:30,Getafe,Bétis,Getafe_vs_Betis_23/02/2025,Partida Encerrada,,1.0,2.0,Getafe x Bétis,23/02/2025 14:30:00,23/02/2025,10,13,4,6,1,3,2,5,3,0,2,3,17,20,1,1
Espanha,LaLiga,2024/2025,RODADA 38,24/05/2025,16:00,Getafe,Celta de Vigo,Getafe_vs_Celta_de_Vigo_24/05/2025,Partida Encerrada,,1.0,2.0,Getafe x Celta de Vigo,24/05/2025 16:00:00,24/05/2025,6,15,1,8,0,2,2,6,3,4,3,1,13,10,1,0
Espanha,LaLiga,2024/2025,RODADA 31,12/04/2025,11:15,Getafe,Las Palmas,Getafe_vs_Las_Palmas_12/04/2025,Partida Encerrada,,1.0,3.0,Getafe x Las Palmas,12/04/2025 11:15:00,12/04/2025,11,10,6,5,3,3,3,2,0,2,1,2,14,15,1,0
Espanha,LaLiga,2024/2025,RODADA 33,23/04/2025,16:30,Getafe,Real Madrid,Getafe_vs_Real_Madrid_23/04/2025,Partida Encerrada,,0.0,1.0,Getafe x Real Madrid,23/04/2025 16:30:00,23/04/2025,20,14,6,7,5,2,4,4,3,1,1,3,15,7,,
Espanha,LaLiga,2024/2025,RODADA 29,30/03/2025,09:00,Getafe,Villarreal,Getafe_vs_Villarreal_30/03/2025,Partida Encerrada,,1.0,2.0,Getafe x Villarreal,30/03/2025 09:00:00,30/03/2025,11,9,4,3,1,2,3,1,1,4,2,3,16,21,,
Portugal,Liga Portugal,2024/2025,RODADA 33,10/05/2025,16:30,Gil Vicente,Arouca,Gil_Vicente_vs_Arouca_10/05/2025,Partida Encerrada,,1.0,1.0,Gil Vicente x Arouca,10/05/2025 16:30:00,10/05/2025,15,8,5,4,2,1,4,1,1,3,1,1,17,15,,
Argentina,Torneo Betano,2025,RODADA 7,31/08/2025,17:00,Gimnasia L.P.,Atl. Tucuman,Gimnasia_LP_vs_Atl_Tucuman_31/08/2025,Partida não Iniciada,,,,Gimnasia L.P. x Atl. Tucuman,31/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 3,27/07/2025,17:00,Gimnasia L.P.,Independiente,Gimnasia_LP_vs_Independiente_27/07/2025,Partida não Iniciada,,,,Gimnasia L.P. x Independiente,27/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 1,13/07/2025,17:00,Gimnasia L.P.,Instituto,Gimnasia_LP_vs_Instituto_13/07/2025,Partida não Iniciada,,,,Gimnasia L.P. x Instituto,13/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 5,17/08/2025,17:00,Gimnasia L.P.,Lanús,Gimnasia_LP_vs_Lanus_17/08/2025,Partida não Iniciada,,,,Gimnasia L.P. x Lanús,17/08/2025 17:00:00,,,,,,,,,,,,,,,,,
