origem,Campeonato,Temporada,Rodada,Data,Hora,time_casa,time_visitante,id,StatusPartida,RodadaMarcada,placar_casa,placar_visitante,Times_Partidas,DataHora,date,Total de finalizações__home_team,Total de finalizações__away_team,Finalizações no alvo__home_team,Finalizações no alvo__away_team,Chances claras__home_team,Chances claras__away_team,Escanteios__home_team,Escanteios__away_team,Cartões amarelos__home_team,Cartões amarelos__away_team,Impedimentos__home_team,Impedimentos__away_team,Faltas__home_team,Faltas__away_team,Cartões vermelhos__home_team,Cartões vermelhos__away_team
Noruega,Eliteserien,2025,RODADA 22,21/09/2025,12:00,Vålerenga,KFUM Oslo,Valerenga_vs_KFUM_Oslo_21/09/2025,Partida não Iniciada,,,,Vålerenga x KFUM Oslo,21/09/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 10,22/06/2025,09:30,Vålerenga,Molde,Valerenga_vs_Molde_22/06/2025,Partida não Iniciada,,,,Vålerenga x Molde,22/06/2025 09:30:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 3,21/04/2025,09:30,Vålerenga,Rosenborg,Valerenga_vs_Rosenborg_21/04/2025,Partida Encerrada,,0.0,2.0,Vålerenga x Rosenborg,21/04/2025 09:30:00,21/04/2025,17,11,9,4,3,2,4,5,,,2,1,15,12,,
Noruega,Eliteserien,2025,RODADA 16,03/08/2025,12:00,Vålerenga,Sandefjord,Valerenga_vs_Sandefjord_03/08/2025,Partida não Iniciada,,,,Vålerenga x Sandefjord,03/08/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 18,17/08/2025,12:00,Vålerenga,Sarpsborg 08,Valerenga_vs_Sarpsborg_08_17/08/2025,Partida não Iniciada,,,,Vålerenga x Sarpsborg 08,17/08/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 1,30/03/2025,09:30,Vålerenga,Viking,Valerenga_vs_Viking_30/03/2025,Partida Encerrada,,3.0,1.0,Vålerenga x Viking,30/03/2025 09:30:00,30/03/2025,16,13,5,5,0,0,8,6,,,1,0,12,9,,
Espanha,LaLiga,2024/2025,RODADA 37,18/05/2025,14:00,Valladolid,Alavés,Valladolid_vs_Alaves_18/05/2025,Partida Encerrada,,0.0,1.0,Valladolid x Alavés,18/05/2025 14:00:00,18/05/2025,7,14,1,4,1,1,5,9,0,2,2,0,12,24,,
Espanha,LaLiga,2024/2025,RODADA 34,03/05/2025,16:00,Valladolid,Barcelona,Valladolid_vs_Barcelona_03/05/2025,Partida Encerrada,,1.0,2.0,Valladolid x Barcelona,03/05/2025 16:00:00,03/05/2025,5,24,4,7,2,3,4,8,3,2,3,1,12,15,,
Espanha,LaLiga,2024/2025,RODADA 28,15/03/2025,10:00,Valladolid,Celta de Vigo,Valladolid_vs_Celta_de_Vigo_15/03/2025,Partida Encerrada,,0.0,1.0,Valladolid x Celta de Vigo,15/03/2025 10:00:00,15/03/2025,5,10,2,1,2,2,3,4,3,3,2,2,9,15,,
Espanha,LaLiga,2024/2025,RODADA 30,06/04/2025,13:30,Valladolid,Getafe,Valladolid_vs_Getafe_06/04/2025,Partida Encerrada,,0.0,4.0,Valladolid x Getafe,06/04/2025 13:30:00,06/04/2025,5,16,0,9,0,5,3,4,3,1,1,2,11,17,1,0
Espanha,LaLiga,2024/2025,RODADA 36,13/05/2025,14:00,Valladolid,Girona,Valladolid_vs_Girona_13/05/2025,Partida Encerrada,,0.0,1.0,Valladolid x Girona,13/05/2025 14:00:00,13/05/2025,11,13,4,5,3,2,6,4,,,1,1,5,19,,
Espanha,LaLiga,2024/2025,RODADA 26,28/02/2025,17:00,Valladolid,Las Palmas,Valladolid_vs_Las_Palmas_28/02/2025,Partida Encerrada,,1.0,1.0,Valladolid x Las Palmas,28/02/2025 17:00:00,28/02/2025,23,4,7,3,2,0,13,4,2,1,3,0,11,8,0,1
Espanha,LaLiga,2024/2025,RODADA 32,20/04/2025,09:00,Valladolid,Osasuna,Valladolid_vs_Osasuna_20/04/2025,Partida Encerrada,,2.0,3.0,Valladolid x Osasuna,20/04/2025 09:00:00,20/04/2025,12,11,5,6,2,3,5,2,1,1,1,0,12,17,,
Espanha,LaLiga,2024/2025,RODADA 24,16/02/2025,12:15,Valladolid,Sevilla,Valladolid_vs_Sevilla_16/02/2025,Partida Encerrada,,0.0,4.0,Valladolid x Sevilla,16/02/2025 12:15:00,16/02/2025,7,11,2,6,1,3,3,2,4,2,3,0,11,10,,
Suécia,Allsvenskan,2025,RODADA 5,24/04/2025,14:00,Värnamo,AIK Stockholm,Varnamo_vs_AIK_Stockholm_24/04/2025,Partida Encerrada,,1.0,2.0,Värnamo x AIK Stockholm,24/04/2025 14:00:00,24/04/2025,12,9,2,3,0,3,7,7,0,1,0,2,8,9,,
Suécia,Allsvenskan,2025,RODADA 20,18/08/2025,14:00,Värnamo,Degerfors,Varnamo_vs_Degerfors_18/08/2025,Partida não Iniciada,,,,Värnamo x Degerfors,18/08/2025 14:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 15,13/07/2025,11:30,Värnamo,Djurgarden,Varnamo_vs_Djurgarden_13/07/2025,Partida não Iniciada,,,,Värnamo x Djurgarden,13/07/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 13,29/06/2025,11:30,Värnamo,Elfsborg,Varnamo_vs_Elfsborg_29/06/2025,Partida não Iniciada,,,,Värnamo x Elfsborg,29/06/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 18,02/08/2025,12:30,Värnamo,GAIS,Varnamo_vs_GAIS_02/08/2025,Partida não Iniciada,,,,Värnamo x GAIS,02/08/2025 12:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 3,13/04/2025,09:00,Värnamo,Göteborg,Varnamo_vs_Goteborg_13/04/2025,Partida Encerrada,,0.0,1.0,Värnamo x Göteborg,13/04/2025 09:00:00,13/04/2025,11,8,3,3,2,1,4,3,2,2,1,1,18,16,,
Suécia,Allsvenskan,2025,RODADA 21,24/08/2025,11:30,Värnamo,Hacken,Varnamo_vs_Hacken_24/08/2025,Partida não Iniciada,,,,Värnamo x Hacken,24/08/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 24,22/09/2025,14:00,Värnamo,Halmstad,Varnamo_vs_Halmstad_22/09/2025,Partida não Iniciada,,,,Värnamo x Halmstad,22/09/2025 14:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 17,27/07/2025,11:30,Värnamo,Hammarby,Varnamo_vs_Hammarby_27/07/2025,Partida não Iniciada,,,,Värnamo x Hammarby,27/07/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 9,15/05/2025,14:00,Värnamo,Malmö FF,Varnamo_vs_Malmo_FF_15/05/2025,Partida Encerrada,,2.0,2.0,Värnamo x Malmö FF,15/05/2025 14:00:00,15/05/2025,8,18,4,5,1,5,4,9,0,1,2,0,13,8,,
Suécia,Allsvenskan,2025,RODADA 6,27/04/2025,11:30,Värnamo,Norrkoping,Varnamo_vs_Norrkoping_27/04/2025,Partida Encerrada,,1.0,3.0,Värnamo x Norrkoping,27/04/2025 11:30:00,27/04/2025,14,10,5,5,1,2,13,3,3,3,2,2,15,13,,
Suécia,Allsvenskan,2025,RODADA 11,24/05/2025,10:00,Värnamo,Öster,Varnamo_vs_Oster_24/05/2025,Partida Encerrada,,1.0,1.0,Värnamo x Öster,24/05/2025 10:00:00,24/05/2025,15,9,3,1,0,2,6,2,1,4,0,2,11,11,,
Suécia,Allsvenskan,2025,RODADA 1,31/03/2025,14:00,Värnamo,Sirius,Varnamo_vs_Sirius_31/03/2025,Partida Encerrada,,1.0,2.0,Värnamo x Sirius,31/03/2025 14:00:00,31/03/2025,13,7,4,4,3,3,4,3,3,0,2,3,20,11,,
América do sul,Sul-Americana,2025,RODADA 6,27/05/2025,19:00,Vasco (Bra),Melgar (Per),Vasco_Bra_vs_Melgar_Per_27/05/2025,Partida Encerrada,,3.0,0.0,Vasco (Bra) x Melgar (Per),27/05/2025 19:00:00,27/05/2025,14,15,5,3,2,0,1,8,2,2,1,1,12,12,,
Brasil,Brasileirão A,2025,RODADA 19,10/08/2025,17:00,Vasco,Atlético-MG,Vasco_vs_Atletico-MG_10/08/2025,Partida não Iniciada,,,,Vasco x Atlético-MG,10/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 16,24/07/2025,17:00,Vasco,Bahia,Vasco_vs_Bahia_24/07/2025,Partida não Iniciada,,,,Vasco x Bahia,24/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 13,13/07/2025,17:00,Vasco,Botafogo,Vasco_vs_Botafogo_13/07/2025,Partida não Iniciada,,,,Vasco x Botafogo,13/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 21,24/08/2025,17:00,Vasco,Corinthians,Vasco_vs_Corinthians_24/08/2025,Partida não Iniciada,,,,Vasco x Corinthians,24/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 5,19/04/2025,18:30,Vasco,Flamengo,Vasco_vs_Flamengo_19/04/2025,Partida Encerrada,,0.0,0.0,Vasco x Flamengo,19/04/2025 18:30:00,19/04/2025,6,17,1,7,1,5,2,11,2,1,1,1,14,10,,
Brasil,Brasileirão A,2025,RODADA 9,17/05/2025,18:30,Vasco,Fortaleza,Vasco_vs_Fortaleza_17/05/2025,Partida Encerrada,,3.0,0.0,Vasco x Fortaleza,17/05/2025 18:30:00,17/05/2025,14,10,7,3,2,1,4,7,2,1,3,1,12,11,1,1
Brasil,Brasileirão A,2025,RODADA 15,20/07/2025,17:00,Vasco,Grêmio,Vasco_vs_Gremio_20/07/2025,Partida não Iniciada,,,,Vasco x Grêmio,20/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Copa do Brasil,2025,16 AVOS DE FINAL,20/05/2025,19:00,Vasco,Operário,Vasco_vs_Operario_20/05/2025,Partida Encerrada,,2.0,1.0,Vasco x Operário,20/05/2025 19:00:00,20/05/2025,19,11,6,4,,,3,3,,,2,5,19,7,,
Brasil,Brasileirão A,2025,RODADA 7,04/05/2025,16:00,Vasco,Palmeiras,Vasco_vs_Palmeiras_04/05/2025,Partida Encerrada,,0.0,1.0,Vasco x Palmeiras,04/05/2025 16:00:00,04/05/2025,13,16,5,2,2,3,7,11,2,0,1,2,11,8,,
Brasil,Brasileirão A,2025,RODADA 11,31/05/2025,21:00,Vasco,Red Bull Bragantino,Vasco_vs_Red_Bull_Bragantino_31/05/2025,Partida não Iniciada,ProximaRodada,,,Vasco x Red Bull Bragantino,31/05/2025 21:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 1,30/03/2025,18:30,Vasco,Santos,Vasco_vs_Santos_30/03/2025,Partida Encerrada,,2.0,1.0,Vasco x Santos,30/03/2025 18:30:00,30/03/2025,12,11,5,2,4,2,2,3,1,1,1,0,11,12,,
Brasil,Brasileirão A,2025,RODADA 3,12/04/2025,21:00,Vasco,Sport,Vasco_vs_Sport_12/04/2025,Partida Encerrada,,3.0,1.0,Vasco x Sport,12/04/2025 21:00:00,12/04/2025,10,19,6,3,3,2,1,10,3,1,0,1,11,14,,
Dinamarca,Superliga,2024/2025,RODADA 11,04/10/2024,14:00,Vejle,Aalborg,Vejle_vs_Aalborg_04/10/2024,Partida Encerrada,,2.0,2.0,Vejle x Aalborg,04/10/2024 14:00:00,04/10/2024,14,20,6,6,,,8,6,1,1,4,0,16,10,,
Dinamarca,Superliga,2024/2025,RODADA 24,06/04/2025,11:00,Vejle,Aalborg,Vejle_vs_Aalborg_06/04/2025,Partida Encerrada,,1.0,1.0,Vejle x Aalborg,06/04/2025 11:00:00,06/04/2025,13,12,3,3,0,3,5,5,2,1,1,2,10,7,,
Dinamarca,Superliga,2024/2025,RODADA 22,16/03/2025,13:00,Vejle,Aarhus,Vejle_vs_Aarhus_16/03/2025,Partida Encerrada,,3.0,2.0,Vejle x Aarhus,16/03/2025 13:00:00,16/03/2025,11,22,5,9,4,2,7,11,2,2,1,0,9,8,,
Dinamarca,Superliga,2024/2025,RODADA 19,23/02/2025,12:00,Vejle,Brondby,Vejle_vs_Brondby_23/02/2025,Partida Encerrada,,2.0,2.0,Vejle x Brondby,23/02/2025 12:00:00,23/02/2025,11,15,5,5,2,2,5,6,2,2,1,1,10,8,,
Dinamarca,Superliga,2024/2025,RODADA 30,12/05/2025,14:00,Vejle,Lyngby,Vejle_vs_Lyngby_12/05/2025,Partida Encerrada,,2.0,0.0,Vejle x Lyngby,12/05/2025 14:00:00,12/05/2025,12,10,3,2,2,1,1,4,2,1,2,5,13,8,,
Dinamarca,Superliga,2024/2025,RODADA 13,27/10/2024,10:00,Vejle,Lyngby,Vejle_vs_Lyngby_27/10/2024,Partida Encerrada,,2.0,0.0,Vejle x Lyngby,27/10/2024 10:00:00,27/10/2024,16,12,5,3,,,3,8,1,1,1,1,16,11,,
Dinamarca,Superliga,2024/2025,RODADA 17,01/12/2024,12:00,Vejle,Midtjylland,Vejle_vs_Midtjylland_01/12/2024,Partida Encerrada,,0.0,3.0,Vejle x Midtjylland,01/12/2024 12:00:00,01/12/2024,23,11,5,5,1,3,10,9,0,3,4,3,10,11,,
Dinamarca,Superliga,2024/2025,RODADA 27,21/04/2025,09:00,Vejle,Silkeborg,Vejle_vs_Silkeborg_21/04/2025,Partida Encerrada,,0.0,4.0,Vejle x Silkeborg,21/04/2025 09:00:00,21/04/2025,14,18,5,10,1,3,5,7,1,0,1,0,5,10,,
Dinamarca,Superliga,2024/2025,RODADA 15,08/11/2024,15:00,Vejle,Sonderjyske,Vejle_vs_Sonderjyske_08/11/2024,Partida Encerrada,,1.0,1.0,Vejle x Sonderjyske,08/11/2024 15:00:00,08/11/2024,8,16,3,7,,,6,7,2,3,1,1,16,12,,
Dinamarca,Superliga,2024/2025,RODADA 32,24/05/2025,10:00,Vejle,Sonderjyske,Vejle_vs_Sonderjyske_24/05/2025,Partida Encerrada,,2.0,3.0,Vejle x Sonderjyske,24/05/2025 10:00:00,24/05/2025,10,8,2,5,2,2,4,7,,,2,1,6,14,,
Dinamarca,Superliga,2024/2025,RODADA 26,17/04/2025,09:00,Vejle,Viborg,Vejle_vs_Viborg_17/04/2025,Partida Encerrada,,3.0,3.0,Vejle x Viborg,17/04/2025 09:00:00,17/04/2025,20,15,9,6,4,3,6,5,1,3,2,1,13,9,,
América do sul,Libertadores,2025,RODADA 4,08/05/2025,19:00,Vélez Sarsfield (Arg),Olimpia Asuncion (Par),Velez_Sarsfield_Arg_vs_Olimpia_Asuncion_Par_08/05/2025,Partida Encerrada,,1.0,1.0,Vélez Sarsfield (Arg) x Olimpia Asuncion (Par),08/05/2025 19:00:00,08/05/2025,8,12,4,3,2,1,4,3,2,2,1,3,16,10,,
América do sul,Libertadores,2025,RODADA 1,02/04/2025,19:00,Vélez Sarsfield (Arg),Peñarol (Uru),Velez_Sarsfield_Arg_vs_Penarol_Uru_02/04/2025,Partida Encerrada,,2.0,1.0,Vélez Sarsfield (Arg) x Peñarol (Uru),02/04/2025 19:00:00,02/04/2025,19,4,5,1,1,2,8,1,3,2,0,0,10,13,,
América do sul,Libertadores,2025,RODADA 5,14/05/2025,19:00,Vélez Sarsfield (Arg),SA Bulo Bulo (Bol),Velez_Sarsfield_Arg_vs_SA_Bulo_Bulo_Bol_14/05/2025,Partida Encerrada,,3.0,0.0,Vélez Sarsfield (Arg) x SA Bulo Bulo (Bol),14/05/2025 19:00:00,14/05/2025,17,4,8,1,3,0,4,0,2,3,6,1,17,11,0,1
Argentina,Torneo Betano,2025,RODADA 15,28/04/2025,21:45,Vélez Sarsfield,Gimnasia L.P.,Velez_Sarsfield_vs_Gimnasia_LP_28/04/2025,Partida Encerrada,,1.0,0.0,Vélez Sarsfield x Gimnasia L.P.,28/04/2025 21:45:00,28/04/2025,7,14,1,1,2,0,1,3,3,4,1,2,11,17,1,0
Argentina,Torneo Betano,2025,RODADA 5,17/08/2025,17:00,Vélez Sarsfield,Independiente,Velez_Sarsfield_vs_Independiente_17/08/2025,Partida não Iniciada,,,,Vélez Sarsfield x Independiente,17/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 3,27/07/2025,17:00,Vélez Sarsfield,Instituto,Velez_Sarsfield_vs_Instituto_27/07/2025,Partida não Iniciada,,,,Vélez Sarsfield x Instituto,27/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 7,31/08/2025,17:00,Vélez Sarsfield,Lanús,Velez_Sarsfield_vs_Lanus_31/08/2025,Partida não Iniciada,,,,Vélez Sarsfield x Lanús,31/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 1,13/07/2025,17:00,Vélez Sarsfield,Tigre,Velez_Sarsfield_vs_Tigre_13/07/2025,Partida não Iniciada,,,,Vélez Sarsfield x Tigre,13/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Itália,Serie A,2024/2025,RODADA 34,27/04/2025,07:30,Venezia,AC Milan,Venezia_vs_AC_Milan_27/04/2025,Partida Encerrada,,0.0,2.0,Venezia x AC Milan,27/04/2025 07:30:00,27/04/2025,15,11,2,2,0,2,7,2,1,0,2,1,14,13,,
Itália,Serie A,2024/2025,RODADA 30,29/03/2025,11:00,Venezia,Bologna,Venezia_vs_Bologna_29/03/2025,Partida Encerrada,,0.0,1.0,Venezia x Bologna,29/03/2025 11:00:00,29/03/2025,6,13,3,4,3,2,2,3,4,1,0,0,14,21,,
Itália,Serie A,2024/2025,RODADA 36,12/05/2025,13:30,Venezia,Fiorentina,Venezia_vs_Fiorentina_12/05/2025,Partida Encerrada,,2.0,1.0,Venezia x Fiorentina,12/05/2025 13:30:00,12/05/2025,9,16,4,5,4,1,1,5,1,4,1,0,21,17,,
Itália,Serie A,2024/2025,RODADA 38,25/05/2025,15:45,Venezia,Juventus,Venezia_vs_Juventus_25/05/2025,Partida Encerrada,,2.0,3.0,Venezia x Juventus,25/05/2025 15:45:00,25/05/2025,12,15,5,5,1,1,6,6,1,2,0,3,10,18,,
Itália,Serie A,2024/2025,RODADA 26,22/02/2025,11:00,Venezia,Lazio,Venezia_vs_Lazio_22/02/2025,Partida Encerrada,,0.0,0.0,Venezia x Lazio,22/02/2025 11:00:00,22/02/2025,9,9,2,3,1,1,6,6,4,2,0,1,21,12,,
Itália,Serie A,2024/2025,RODADA 32,12/04/2025,10:00,Venezia,Monza,Venezia_vs_Monza_12/04/2025,Partida Encerrada,,1.0,0.0,Venezia x Monza,12/04/2025 10:00:00,12/04/2025,9,10,4,3,2,1,3,4,5,3,2,0,20,20,1,0
Itália,Serie A,2024/2025,RODADA 29,16/03/2025,08:30,Venezia,Napoli,Venezia_vs_Napoli_16/03/2025,Partida Encerrada,,0.0,0.0,Venezia x Napoli,16/03/2025 08:30:00,16/03/2025,13,15,4,7,2,1,3,8,2,1,1,2,19,8,,
Itália,Serie A,2024/2025,RODADA 28,09/03/2025,08:30,Verona,Bologna,Verona_vs_Bologna_09/03/2025,Partida Encerrada,,1.0,2.0,Verona x Bologna,09/03/2025 08:30:00,09/03/2025,7,12,2,6,2,2,1,3,3,1,1,2,23,11,1,0
Itália,Serie A,2024/2025,RODADA 34,28/04/2025,15:45,Verona,Cagliari,Verona_vs_Cagliari_28/04/2025,Partida Encerrada,,0.0,2.0,Verona x Cagliari,28/04/2025 15:45:00,28/04/2025,6,6,2,4,0,3,2,3,2,2,1,2,14,9,1,0
Itália,Serie A,2024/2025,RODADA 37,18/05/2025,15:45,Verona,Como,Verona_vs_Como_18/05/2025,Partida Encerrada,,1.0,1.0,Verona x Como,18/05/2025 15:45:00,18/05/2025,16,12,3,5,5,2,5,5,2,3,1,2,13,10,,
Itália,Serie A,2024/2025,RODADA 26,23/02/2025,11:00,Verona,Fiorentina,Verona_vs_Fiorentina_23/02/2025,Partida Encerrada,,1.0,0.0,Verona x Fiorentina,23/02/2025 11:00:00,23/02/2025,7,8,3,3,0,2,4,1,3,3,0,1,19,8,,
Itália,Serie A,2024/2025,RODADA 32,13/04/2025,10:00,Verona,Genoa,Verona_vs_Genoa_13/04/2025,Partida Encerrada,,0.0,0.0,Verona x Genoa,13/04/2025 10:00:00,13/04/2025,14,4,2,1,2,0,6,2,3,1,1,0,19,11,,
Itália,Serie A,2024/2025,RODADA 36,11/05/2025,10:00,Verona,Lecce,Verona_vs_Lecce_11/05/2025,Partida Encerrada,,1.0,1.0,Verona x Lecce,11/05/2025 10:00:00,11/05/2025,6,11,2,3,1,2,3,6,4,0,2,0,17,15,,
Itália,Serie A,2024/2025,RODADA 30,31/03/2025,13:30,Verona,Parma,Verona_vs_Parma_31/03/2025,Partida Encerrada,,0.0,0.0,Verona x Parma,31/03/2025 13:30:00,31/03/2025,6,10,0,1,2,0,5,5,2,1,2,1,11,9,,
Dinamarca,Superliga,2024/2025,RODADA 30,11/05/2025,13:00,Viborg,Aalborg,Viborg_vs_Aalborg_11/05/2025,Partida Encerrada,,3.0,1.0,Viborg x Aalborg,11/05/2025 13:00:00,11/05/2025,22,11,7,3,4,1,8,8,3,1,0,0,15,18,0,1
Dinamarca,Superliga,2024/2025,RODADA 11,06/10/2024,11:00,Viborg,Aarhus,Viborg_vs_Aarhus_06/10/2024,Partida Encerrada,,1.0,1.0,Viborg x Aarhus,06/10/2024 11:00:00,06/10/2024,13,13,3,3,,,2,6,1,3,0,2,5,12,0,1
Dinamarca,Superliga,2024/2025,RODADA 22,16/03/2025,13:00,Viborg,FC Copenhagen,Viborg_vs_FC_Copenhagen_16/03/2025,Partida Encerrada,,3.0,2.0,Viborg x FC Copenhagen,16/03/2025 13:00:00,16/03/2025,13,18,5,5,3,3,5,5,1,1,1,3,13,7,,
Dinamarca,Superliga,2024/2025,RODADA 27,21/04/2025,09:00,Viborg,Lyngby,Viborg_vs_Lyngby_21/04/2025,Partida Encerrada,,1.0,1.0,Viborg x Lyngby,21/04/2025 09:00:00,21/04/2025,14,6,1,2,2,1,6,5,0,2,4,0,9,11,,
Dinamarca,Superliga,2024/2025,RODADA 15,10/11/2024,12:00,Viborg,Midtjylland,Viborg_vs_Midtjylland_10/11/2024,Partida Encerrada,,1.0,0.0,Viborg x Midtjylland,10/11/2024 12:00:00,10/11/2024,16,16,8,4,,,3,10,2,1,1,0,11,7,,
Dinamarca,Superliga,2024/2025,RODADA 17,01/12/2024,10:00,Viborg,Randers,Viborg_vs_Randers_01/12/2024,Partida Encerrada,,1.0,2.0,Viborg x Randers,01/12/2024 10:00:00,01/12/2024,9,12,2,5,1,1,2,13,2,4,2,0,8,17,,
Dinamarca,Superliga,2024/2025,RODADA 25,13/04/2025,09:00,Viborg,Silkeborg,Viborg_vs_Silkeborg_13/04/2025,Partida Encerrada,,2.0,1.0,Viborg x Silkeborg,13/04/2025 09:00:00,13/04/2025,17,15,3,6,2,3,7,2,1,0,0,0,5,14,,
Dinamarca,Superliga,2024/2025,RODADA 19,24/02/2025,15:00,Viborg,Silkeborg,Viborg_vs_Silkeborg_24/02/2025,Partida Encerrada,,1.0,4.0,Viborg x Silkeborg,24/02/2025 15:00:00,24/02/2025,4,17,2,7,2,5,5,8,1,0,1,1,7,7,,
Dinamarca,Superliga,2024/2025,RODADA 24,06/04/2025,09:00,Viborg,Sonderjyske,Viborg_vs_Sonderjyske_06/04/2025,Partida Encerrada,,2.0,1.0,Viborg x Sonderjyske,06/04/2025 09:00:00,06/04/2025,10,14,4,3,0,2,4,5,4,5,2,2,12,16,,
Dinamarca,Superliga,2024/2025,RODADA 13,27/10/2024,12:00,Viborg,Sonderjyske,Viborg_vs_Sonderjyske_27/10/2024,Partida Encerrada,,4.0,2.0,Viborg x Sonderjyske,27/10/2024 12:00:00,27/10/2024,10,13,6,4,,,4,10,,,1,4,11,9,,
Dinamarca,Superliga,2024/2025,RODADA 20,02/03/2025,10:00,Viborg,Vejle,Viborg_vs_Vejle_02/03/2025,Partida Encerrada,,3.0,1.0,Viborg x Vejle,02/03/2025 10:00:00,02/03/2025,16,12,5,3,2,1,4,4,2,1,2,1,6,14,,
Dinamarca,Superliga,2024/2025,RODADA 31,18/05/2025,09:00,Viborg,Vejle,Viborg_vs_Vejle_18/05/2025,Partida Encerrada,,0.0,1.0,Viborg x Vejle,18/05/2025 09:00:00,18/05/2025,24,9,8,5,1,2,14,3,,,0,2,8,9,,
Noruega,Eliteserien,2025,RODADA 14,19/07/2025,13:00,Viking,Bodo/Glimt,Viking_vs_BodoGlimt_19/07/2025,Partida não Iniciada,,,,Viking x Bodo/Glimt,19/07/2025 13:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 10,22/06/2025,14:15,Viking,Fredrikstad,Viking_vs_Fredrikstad_22/06/2025,Partida não Iniciada,,,,Viking x Fredrikstad,22/06/2025 14:15:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 18,30/04/2025,13:00,Viking,Haugesund,Viking_vs_Haugesund_30/04/2025,Partida Encerrada,,5.0,1.0,Viking x Haugesund,30/04/2025 13:00:00,30/04/2025,35,6,10,1,7,2,14,3,1,1,1,0,10,6,0,1
Noruega,Eliteserien,2025,RODADA 2,06/04/2025,14:15,Viking,KFUM Oslo,Viking_vs_KFUM_Oslo_06/04/2025,Partida Encerrada,,3.0,1.0,Viking x KFUM Oslo,06/04/2025 14:15:00,06/04/2025,17,5,3,1,3,1,5,1,2,2,2,4,13,13,,
Noruega,Eliteserien,2025,RODADA 16,10/04/2025,14:00,Viking,Kristiansund,Viking_vs_Kristiansund_10/04/2025,Partida Encerrada,,3.0,1.0,Viking x Kristiansund,10/04/2025 14:00:00,10/04/2025,17,11,8,3,1,1,11,9,1,1,1,1,9,13,,
Noruega,Eliteserien,2025,RODADA 22,21/09/2025,12:00,Viking,Molde,Viking_vs_Molde_21/09/2025,Partida não Iniciada,,,,Viking x Molde,21/09/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 20,31/08/2025,12:00,Viking,Rosenborg,Viking_vs_Rosenborg_31/08/2025,Partida não Iniciada,,,,Viking x Rosenborg,31/08/2025 12:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 7,16/05/2025,13:00,Viking,Sandefjord,Viking_vs_Sandefjord_16/05/2025,Partida Encerrada,,3.0,1.0,Viking x Sandefjord,16/05/2025 13:00:00,16/05/2025,23,11,6,4,3,1,13,2,1,3,0,1,19,17,0,1
Noruega,Eliteserien,2025,RODADA 5,04/05/2025,12:00,Viking,Sarpsborg 08,Viking_vs_Sarpsborg_08_04/05/2025,Partida Encerrada,,0.0,0.0,Viking x Sarpsborg 08,04/05/2025 12:00:00,04/05/2025,15,9,5,3,2,1,12,4,2,0,4,2,11,12,,
Noruega,Eliteserien,2025,RODADA 12,05/07/2025,11:00,Viking,Strömsgodset,Viking_vs_Stromsgodset_05/07/2025,Partida não Iniciada,,,,Viking x Strömsgodset,05/07/2025 11:00:00,,,,,,,,,,,,,,,,,
Noruega,Eliteserien,2025,RODADA 4,27/04/2025,14:15,Viking,Tromsö,Viking_vs_Tromso_27/04/2025,Partida Encerrada,,4.0,4.0,Viking x Tromsö,27/04/2025 14:15:00,,,,,,,,,,,,,,,,,
